"","typeH","typeN"
"NA.20342","2.36925178594723e-21","1.15386563004111e-21"
"NA.20343","1.83363145922498e-13","8.80028069724819e-14"
"NA.20344","2.59377211157081e-23","1.60193458146356e-23"
"NA.20345","4.81617418588038e-12","8.4082908057772e-12"
"NA.20346","1.3427600080272e-15","1.50981262849745e-15"
"NA.20347","2.15111408934776e-10","4.22230936186233e-10"
"NA.20348","3.54986773350925e-11","6.21797431742964e-11"
"NA.20349","1.43434469330009e-11","3.25238355189201e-11"
"NA.20350","5.90448366825265e-12","1.01757246533273e-11"
"NA.20351","1.00808907522353e-14","1.46668535708361e-14"
"NA.20352","9.76222605451316e-15","1.03017906461888e-14"
"NA.20353","1.92687063304185e-10","9.50422181446767e-11"
"NA.20354","1.9394113095276e-20","2.2270083627848e-20"
"NA.20355","5.02617390188076e-16","3.81109358138649e-16"
"NA.20356","1.44186305913728e-13","1.06522172652498e-14"
"NA.20357","2.51861709592453e-16","4.30826589344706e-16"
"NA.20358","3.44522666801136e-13","8.21440469615507e-14"
"NA.20359","6.78037092839919e-10","6.46769424245319e-10"
"NA.20360","2.30687165504895e-15","2.92788180910775e-15"
"NA.20361","2.04698832587155e-16","1.20589210561369e-16"
"NA.20362","1.35857147038938e-14","2.11571712077808e-14"
"NA.20363","2.22726759270809e-15","1.38585764213672e-15"
"NA.20364","4.16501132069619e-16","7.66028885700175e-16"
"NA.20365","1.42878511610739e-10","3.67847736089995e-10"
"NA.20366","7.37571122146854e-12","7.97154321608564e-12"
"NA.20367","1.48107649068774e-12","8.12111870428712e-13"
"NA.20368","1.36225741717106e-17","4.30020755572302e-18"
"NA.20369","1.33655866532434e-07","3.80984368332985e-07"
"NA.20370","9.18829001716517e-15","1.28321698061776e-14"
"NA.20371","3.27998598096245e-19","1.76077009553718e-19"
"NA.20372","1.61757448357398e-17","8.43909734221852e-18"
"NA.20373","6.11689269476391e-19","2.47169400603222e-19"
"NA.20374","1.36536662675163e-14","2.93915855610924e-14"
"NA.20375","8.25286861961806e-19","9.57898714269037e-19"
"NA.20376","2.33977767067231e-15","4.46087840181281e-15"
"NA.20377","2.43611584598521e-11","9.24581086863641e-11"
"NA.20378","3.33993645979955e-10","2.99932224603467e-10"
"NA.20379","5.17545142445915e-20","5.8096979278946e-20"
"NA.20380","5.59488744776238e-17","1.32634972453876e-16"
"NA.20381","4.6439969335995e-15","1.22120321914019e-15"
"NA.20382","3.84855289236092e-10","2.61206042401949e-09"
"NA.20383","6.8633445809921e-19","7.2999545887913e-19"
"NA.20384","2.87214607337529e-14","3.81770079114812e-14"
"NA.20385","5.05553340308254e-21","4.13298435304885e-21"
"NA.20386","8.09921503661942e-24","1.38821411683527e-23"
"NA.20387","1.34600766303964e-22","9.59638234365218e-23"
"NA.20388","1.68314087867531e-08","5.08684852714369e-09"
"NA.20389","8.97461272430114e-24","7.08553177129533e-24"
"NA.20390","2.3041733987905e-22","1.59909971577848e-22"
"NA.20391","1.52150639712778e-23","1.27297880725408e-23"
"NA.20392","9.49749710278695e-25","5.8844610010456e-25"
"NA.20393","4.80296527408364e-08","2.2588362044224e-07"
"NA.20394","1.45148108102745e-15","9.60055990727207e-16"
"NA.20395","3.22432671343283e-14","2.37494254019333e-14"
"NA.20396","4.45068714395103e-15","1.32137056093731e-15"
"NA.20397","9.75351796546467e-12","1.11190162234072e-11"
"NA.20398","1.69674316380849e-16","2.99784921196554e-17"
"NA.20399","1.45793415222272e-13","6.22866270999368e-13"
"NA.20400","8.0806466401688e-16","2.30537311639273e-16"
"NA.20401","4.12294099917737e-15","3.41724522784118e-15"
"NA.20402","5.70391803425158e-13","1.01776548149353e-13"
"NA.20403","4.07620168698507e-23","2.84685240034249e-23"
"NA.20404","1.01728338843611e-14","9.30983517113169e-15"
"NA.20405","1.51201012712829e-14","3.8926639032174e-14"
"NA.20406","1.05245185425972e-08","1.51547002157165e-08"
"NA.20407","2.86493078854707e-14","5.06938897366902e-14"
"NA.20408","1.85773558377977e-12","4.61783386852297e-12"
"NA.20409","3.78358117932788e-14","2.34078100746389e-14"
"NA.20410","6.52844331787652e-17","4.6455389385043e-17"
"NA.20411","1.94454987953122e-13","9.98562356408504e-14"
"NA.20412","1.91345660200747e-14","4.62462185166953e-14"
"NA.20413","3.13340824656827e-14","6.0352938369792e-15"
"NA.20414","2.28872008148548e-14","8.81915736006649e-15"
"NA.20415","7.04055401083337e-11","2.87047402551926e-11"
"NA.20416","2.45907401074915e-17","6.46524404073839e-18"
"NA.20417","7.281860103919e-09","3.77012223319437e-09"
"NA.20418","1.68074790550072e-10","2.10724364177281e-11"
"NA.20419","1.08234066434447e-12","4.9176692721044e-12"
"NA.20420","6.89535999138341e-14","5.05366718723306e-13"
"NA.20421","1.09214405836318e-10","2.78086368151165e-10"
"NA.20422","2.93580564690122e-13","2.54888287174342e-13"
"NA.20423","1.31358828947053e-13","2.83808351269778e-14"
"NA.20424","7.06065937681229e-15","2.0696127708147e-15"
"NA.20425","7.04896479035743e-15","7.42603628088209e-15"
"NA.20426","1.34068718838239e-12","9.67629039669471e-13"
"NA.20427","2.45667297249968e-14","3.52577649904524e-14"
"NA.20428","3.16518962583848e-14","5.93744439139522e-14"
"NA.20429","6.19213394502143e-11","2.90679797027115e-11"
"NA.20430","7.19357917370923e-12","2.98384138134342e-12"
"NA.20431","9.63923389936061e-14","3.40462673449963e-14"
"NA.20432","2.93233237793249e-12","1.0145961418693e-12"
"NA.20433","9.20701615274949e-17","6.48107208104313e-17"
"NA.20434","2.76210635297153e-14","7.0972097856643e-12"
"NA.20435","2.99306757835359e-15","1.10410030422872e-15"
"NA.20436","4.71519492856561e-23","1.03601678625595e-22"
"NA.20437","1.47372817019303e-16","5.75278234467772e-16"
"NA.20438","6.56435219745018e-16","3.42290661239792e-16"
"NA.20439","2.66375505378385e-19","2.09998249567337e-19"
"NA.20440","4.36538493294504e-14","2.81448058121738e-14"
"NA.20441","2.54640248041075e-15","1.88763234830404e-15"
"NA.20442","2.00336801799055e-12","8.61616273479877e-13"
"NA.20443","2.33276097604091e-14","4.90786570628809e-14"
"NA.20444","9.95565313360174e-22","9.22474310105889e-22"
"NA.20445","4.14582066140001e-15","9.43260199288752e-15"
"NA.20446","4.03614626966914e-09","5.45900010844069e-10"
"NA.20447","9.10047626750314e-08","5.68395324085376e-09"
"NA.20448","1.43128215071143e-15","1.55138017498637e-15"
"NA.20449","2.75712687377183e-13","1.16811865087146e-13"
"NA.20450","4.24652384282256e-14","5.16993755468579e-14"
"NA.20451","4.90342012242838e-17","3.50233752538313e-17"
"NA.20452","2.68341612855968e-12","2.4949431887383e-12"
"NA.20453","8.7653862235931e-10","6.08305848741341e-10"
"NA.20454","1.26995340287996e-16","1.87506365413812e-16"
"NA.20455","3.16590185936227e-11","3.46617497117649e-11"
"NA.20456","3.08966799169572e-14","1.20484584432285e-14"
"NA.20457","6.77543322897954e-14","1.34673494870713e-13"
"NA.20458","7.44307065719005e-10","6.8025006287732e-10"
"NA.20459","1.37143533045838e-13","3.73342834566043e-13"
"NA.20460","4.62494241100338e-13","1.90881514654645e-12"
"NA.20461","1.93486313260196e-15","2.55239659814636e-15"
"NA.20462","3.16369584855355e-20","3.18385475128591e-20"
"NA.20463","1.10013165869624e-16","1.75892584071222e-16"
"NA.20464","2.50136854722259e-14","1.54835332708122e-14"
"NA.20465","9.79793910381108e-22","2.39111054148797e-21"
"NA.20466","1.68110620098007e-12","2.89254977245662e-12"
"NA.20467","2.27710007368071e-14","1.36206343106623e-14"
"NA.20468","2.72883713101644e-15","2.98446840511498e-15"
"NA.20469","3.38943066904406e-15","2.11056701890892e-15"
"NA.20470","6.28263578105281e-09","7.70101540126075e-09"
"NA.20471","1.14130197604338e-13","3.4705071813177e-14"
"NA.20472","4.94514119855953e-12","6.57899782098288e-13"
"NA.20473","1.75533663733652e-16","2.24840899741399e-16"
"NA.20474","6.44156405140808e-18","8.9047653631864e-18"
"NA.20475","8.00585519257755e-17","2.79769054499404e-16"
"NA.20476","1.18195532935654e-12","1.81969106550492e-12"
"NA.20477","5.92224031099128e-16","4.16208007306458e-16"
"NA.20478","2.51938504816276e-09","2.76123714639707e-09"
"NA.20479","1.31254176400523e-10","3.39775608301197e-13"
"NA.20480","2.5715909663868e-18","2.44805541745654e-18"
"NA.20481","1.33596648249911e-13","3.83188227713495e-14"
"NA.20482","6.97605819009997e-16","1.27817813715316e-15"
"NA.20483","1.47647673483454e-13","1.15329163767527e-13"
"NA.20484","1.08853646589358e-12","7.99961416465614e-13"
"NA.20485","1.94474474397864e-11","8.37291771821333e-11"
"NA.20486","2.37566375309465e-13","8.30892761025186e-13"
"NA.20487","3.02605135382332e-19","4.18995152457601e-19"
"NA.20488","8.4793398611002e-25","7.36855354307717e-25"
"NA.20489","8.47938737590109e-17","2.74241265796915e-17"
"NA.20490","7.42408592700531e-12","3.45661375018225e-11"
"NA.20491","6.12914097985499e-20","2.08681315445803e-20"
"NA.20492","1.73606491231917e-15","6.52570046555699e-16"
"NA.20493","1.67861002876291e-22","1.42961809731342e-22"
"NA.20494","2.68205161309939e-12","3.39795625942231e-12"
"NA.20495","1.49060014555506e-17","1.25272912373548e-17"
"NA.20496","1.23406441977196e-14","3.99636340377515e-14"
"NA.20497","4.94430518198231e-20","4.19622709312469e-20"
"NA.20498","2.06846551898451e-10","2.90585694980996e-10"
"NA.20499","3.20789635702537e-17","5.48703867599583e-18"
"NA.20500","1.68314087867531e-08","4.85406258550625e-09"
"NA.20501","1.75612077414345e-15","3.12090388184591e-16"
"NA.20502","1.32180917337558e-12","8.5814351536599e-12"
"NA.20503","1.07494726427813e-11","1.36338327368895e-11"
"NA.20504","6.25627258706505e-14","1.00022841283193e-13"
"NA.20505","4.19555308199817e-16","5.09353915665237e-16"
"NA.20506","8.71782893193987e-11","8.0635100730826e-11"
"NA.20507","5.50014721431034e-08","4.23406479744529e-09"
"NA.20508","5.60730756786384e-08","2.25097953575599e-09"
"NA.20509","1.29936565849066e-22","1.34123530846685e-22"
"NA.20510","4.26005226560316e-18","7.29446971570502e-18"
"NA.20511","1.77039750941751e-14","3.04979836296882e-14"
"NA.20512","7.00797369126876e-11","1.24152088497421e-09"
"NA.20513","2.34637514283015e-17","4.4073372799487e-17"
"NA.20514","4.43324423038279e-15","3.68849556418257e-15"
"NA.20515","1.83152005342875e-11","3.90375685909077e-12"
"NA.20516","5.16423887245561e-09","2.84591099121596e-08"
"NA.20517","5.54293432754056e-07","4.00117497621162e-06"
"NA.20518","1.05838844475885e-10","4.59064248328164e-10"
"NA.20519","3.44002622765882e-10","1.57057974196174e-09"
"NA.20520","1.0381524784973e-14","1.23205832520621e-14"
"NA.20521","8.50702928764384e-14","1.01785185785787e-13"
"NA.20522","7.15420868018107e-18","5.01498252705672e-18"
"NA.20523","4.43095375572395e-12","1.40063719068671e-11"
"NA.20524","7.13876388002993e-21","1.38223086567641e-20"
"NA.20525","7.1320771891911e-22","7.23987274116188e-22"
"NA.20526","8.88142496854377e-16","6.42878015934416e-16"
"NA.20527","4.07304297617257e-17","3.13569081699927e-17"
"NA.20528","1.17814486167556e-13","1.36665704172576e-13"
"NA.20529","1.41898171150877e-13","7.05260827476692e-14"
"NA.20530","2.6048801914114e-11","1.04873110910102e-10"
"NA.20531","4.40396354675083e-18","8.76505059438627e-18"
"NA.20532","3.86915685682904e-17","3.74286717757445e-17"
"NA.20533","1.42085885433929e-19","1.79049290790971e-19"
"NA.20534","5.47227465748124e-14","1.519596450603e-13"
"NA.20535","4.62241819009534e-11","5.93259130417509e-13"
"NA.20536","2.98333330218853e-17","9.67458769172946e-17"
"NA.20537","1.14774362323316e-18","8.06674324124049e-19"
"NA.20538","5.78837948260622e-10","5.57501745238241e-10"
"NA.20539","2.21329477242221e-16","4.54441317048589e-15"
"NA.20540","1.4626604445155e-14","1.73936373987098e-14"
"NA.20541","9.17008585737337e-09","1.04204787156317e-08"
"NA.20542","8.96099113556466e-10","1.55286576606693e-09"
"NA.20543","8.12730407117498e-17","9.56460987349526e-17"
"NA.20544","8.93992092764136e-12","8.8556015897542e-12"
"NA.20545","2.4839993572999e-15","5.26004916964461e-15"
"NA.20546","4.96769303589847e-18","2.26497776445683e-18"
"NA.20547","3.37898271740231e-20","4.9470062001832e-20"
"NA.20548","4.71486385275574e-13","6.53244492673813e-14"
"NA.20549","1.52806526099845e-10","3.3776760054397e-10"
"NA.20550","6.89552532945032e-09","4.01949147041002e-10"
"NA.20551","3.4949526710933e-16","2.6408053381518e-16"
"NA.20552","3.98947362987977e-23","2.41570919132075e-23"
"NA.20553","9.77568503708532e-14","1.75571697956303e-13"
"NA.20554","3.517302497411e-15","3.00703379318291e-15"
"NA.20555","1.77470087034019e-14","1.61092237436331e-14"
"NA.20556","8.6805465133127e-17","6.42491242889704e-17"
"NA.20557","5.52923025689227e-19","2.23986397160801e-19"
"NA.20558","1.36951953541821e-18","1.00818270841321e-18"
"NA.20559","3.30634866325307e-19","2.76970436910468e-19"
"NA.20560","3.71259394433342e-16","5.10404381149504e-16"
"NA.20561","3.27253263035421e-12","1.454777002086e-11"
"NA.20562","2.17262456817478e-09","3.60219233075688e-08"
"NA.20563","6.27644534658049e-14","2.89839144086286e-14"
"NA.20564","7.83822212916009e-21","6.51606453487733e-21"
"NA.20565","1.78313867366068e-13","2.27117232524428e-13"
"NA.20566","1.49099910657455e-07","7.31528856868295e-07"
"NA.20567","2.15957325822107e-12","6.12455070276011e-12"
"NA.20568","6.51559656087746e-07","3.50724136532178e-07"
"NA.20569","5.08877921417111e-13","5.29264412704024e-13"
"NA.20570","4.72689323439514e-13","4.12299428711821e-12"
"NA.20571","4.7706264037925e-12","1.00311418361093e-10"
"NA.20572","4.22840370144432e-16","4.89350276934562e-16"
"NA.20573","4.15829591511322e-19","2.04905814136442e-19"
"NA.20574","2.57207817797783e-10","1.06465340951373e-10"
"NA.20575","7.14535717561394e-18","1.62634123138108e-17"
"NA.20576","3.08440702161848e-12","1.09498127675486e-12"
"NA.20577","7.21345556934004e-16","5.86700614815178e-16"
"NA.20578","3.78784629888195e-20","2.69411040806146e-20"
"NA.20579","4.39143928295274e-18","3.65425395230161e-18"
"NA.20580","1.98726742292819e-17","9.33721652716511e-18"
"NA.20581","7.33500564874743e-23","1.47497688672768e-22"
"NA.20582","3.27185453628612e-14","1.67385525585999e-14"
"NA.20583","3.08709151600759e-15","7.11158212473469e-15"
"NA.20584","3.99515464517131e-20","1.3023901657974e-19"
"NA.20585","2.53407114714207e-11","7.42804904603274e-11"
"NA.20586","3.14805298444877e-12","6.69778069347397e-12"
"NA.20587","3.5817163414756e-16","2.51912674966219e-16"
"NA.20588","1.20138603240734e-13","6.16967427032108e-14"
"NA.20589","1.0851793773621e-17","2.16331525890643e-17"
"NA.20590","5.76870937624738e-12","1.16561928665989e-11"
"NA.20591","6.57527403036719e-14","1.90313060356252e-13"
"NA.20592","6.76299553671333e-15","9.07777501134992e-15"
"NA.20593","3.23587364740955e-13","2.17559012726763e-13"
"NA.20594","1.57504153112682e-16","1.9784491649295e-15"
"NA.20595","2.55642222145213e-16","1.55115016989213e-16"
"NA.20596","2.54766042483385e-19","4.0258454823876e-19"
"NA.20597","2.01904650948125e-15","1.36295941796645e-15"
"NA.20598","1.25398868903146e-14","8.62537613191831e-15"
"NA.20599","4.43669620918432e-17","7.62488032405167e-17"
"NA.20600","5.29854633375637e-17","2.07777804056883e-17"
"NA.20601","1.54700453677948e-16","6.77769393542063e-17"
"NA.20602","1.43493449417707e-11","2.45265439467695e-10"
"NA.20603","5.21923565983737e-13","2.75781407669061e-11"
"NA.20604","9.06866358675866e-13","4.30380542885729e-13"
"NA.20605","5.78834761476178e-21","1.69608943782094e-21"
"NA.20606","9.49420775844437e-17","6.51282941598792e-17"
"NA.20607","7.68067400506671e-15","3.10044079368606e-15"
"NA.20608","3.66598692702639e-15","5.22146622010282e-15"
"NA.20609","3.93341025415021e-11","1.33450502259245e-10"
"NA.20610","1.1879757516193e-20","9.41404519866033e-21"
"NA.20611","4.32840015891926e-10","1.49222946540386e-10"
"NA.20612","2.35559521360849e-20","2.90511830736399e-20"
"NA.20613","9.23342307810592e-14","1.25417390729006e-13"
"NA.20614","7.52809767411849e-17","1.08174978882302e-16"
"NA.20615","1.22255021631029e-15","1.3499215357907e-15"
"NA.20616","5.3122575398587e-13","6.51675006550525e-13"
"NA.20617","8.1262451180661e-16","8.79834437879556e-16"
"NA.20618","4.84975165610133e-19","2.85647304527849e-19"
"NA.20619","1.42754570305039e-22","1.77654623815123e-22"
"NA.20620","1.13489562825644e-07","3.78658180870522e-08"
"NA.20621","3.49898076134893e-23","2.84812059266344e-23"
"NA.20622","7.67100976884583e-15","6.66945906146893e-15"
"NA.20623","1.07585212531357e-12","1.6688906017774e-12"
"NA.20624","2.08802052811038e-18","3.92727451761086e-18"
"NA.20625","1.0132895672325e-22","1.39014114447824e-22"
"NA.20626","1.21708020211997e-17","2.25865441063732e-17"
"NA.20627","4.34212483670905e-17","4.81748961909333e-17"
"NA.20628","7.99173810453236e-20","5.24265280532163e-20"
"NA.20629","3.62314938536075e-14","4.16459691710559e-14"
"NA.20630","2.56600052240822e-19","1.86759242124562e-19"
"NA.20631","8.91565688450855e-19","1.72929742918804e-18"
"NA.20632","2.72169432746265e-21","4.7381542138343e-21"
"NA.20633","4.91439930397894e-11","2.8826708744102e-09"
"NA.20634","6.40019039197478e-15","6.76914345610628e-15"
"NA.20635","7.63884162755707e-17","1.36901709037135e-16"
"NA.20636","2.2524427578986e-14","2.84169970506699e-14"
"NA.20637","1.82735586508041e-11","3.60719186520994e-12"
"NA.20638","2.06889184469149e-18","2.98638191988199e-18"
"NA.20639","2.40892017674643e-18","3.15521276999645e-18"
"NA.20640","5.88401420353759e-20","2.3396154939469e-20"
"NA.20641","7.52362921052725e-16","6.96962298186722e-16"
"NA.20642","1.46481707656888e-12","1.21861663468347e-12"
"NA.20643","1.54382088257131e-11","1.38223747467999e-12"
"NA.20644","1.13588165274081e-19","2.92717598579735e-20"
"NA.20645","1.03181381683602e-14","1.12622149691777e-14"
"NA.20646","1.04863818350427e-11","5.8358423422682e-12"
"NA.20647","1.91688661335545e-21","5.12054712088584e-21"
"NA.20648","1.50525316617648e-17","1.92287066334706e-17"
"NA.20649","3.31804815674619e-11","7.44844989421947e-11"
"NA.20650","1.48109910297134e-11","4.70770509831247e-11"
"NA.20651","6.45717770684506e-17","1.4537970736597e-16"
"NA.20652","4.3386972701878e-15","2.84734739976338e-15"
"NA.20653","4.11923242596296e-13","8.49512879318506e-13"
"NA.20654","6.58858583628292e-15","9.57527373123618e-15"
"NA.20655","4.83926137453029e-20","1.00895272679745e-19"
"NA.20656","1.6394511698976e-14","3.96299052602951e-14"
"NA.20657","1.94192851525235e-10","3.14483066106821e-10"
"NA.20658","5.42741273134389e-07","5.34694826612981e-07"
"NA.20659","1.20868595691116e-15","1.15739074295952e-15"
"NA.20660","1.23668118754207e-21","1.22177522077849e-21"
"NA.20661","6.38337856500745e-11","1.0388828450017e-11"
"NA.20662","1.28534831919082e-11","2.15552245209598e-13"
"NA.20663","9.91720097743346e-13","9.15811965794653e-13"
"NA.20664","4.85919594872318e-15","2.64438921335133e-15"
"NA.20665","2.07777804056883e-17","1.0082469191531e-17"
"NA.20666","1.62912431902046e-17","3.57622464222095e-17"
"NA.20667","1.29164194463179e-16","6.22445666030344e-17"
"NA.20668","7.49910982783762e-15","2.21661304886157e-15"
